,task,gt_path,obj_id,n_pos,fold
273,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_283.nii.gz,2,11,3
274,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_254.nii.gz,1,37,3
275,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_254.nii.gz,2,9,3
276,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_382.nii.gz,1,33,3
277,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_382.nii.gz,2,4,3
278,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_386.nii.gz,1,33,3
279,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_386.nii.gz,2,5,3
280,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_404.nii.gz,1,37,3
281,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_404.nii.gz,2,6,3
282,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_393.nii.gz,1,39,3
283,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_393.nii.gz,2,9,3
284,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_412.nii.gz,1,30,3
285,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_412.nii.gz,2,9,3
286,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_290.nii.gz,1,34,3
287,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_290.nii.gz,2,8,3
288,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_187.nii.gz,1,40,3
289,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_187.nii.gz,2,13,3
290,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_261.nii.gz,1,28,3
291,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_261.nii.gz,2,11,3
292,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_098.nii.gz,1,39,3
293,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_098.nii.gz,2,21,3
294,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_303.nii.gz,1,35,3
295,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_303.nii.gz,2,7,3
296,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_012.nii.gz,1,28,3
297,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_012.nii.gz,2,14,3
298,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_361.nii.gz,1,18,3
299,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_361.nii.gz,2,3,3
300,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_043.nii.gz,1,21,3
301,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_043.nii.gz,2,6,3
302,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_357.nii.gz,1,14,3
303,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_357.nii.gz,2,3,3
304,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_204.nii.gz,1,24,3
305,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_204.nii.gz,2,11,3
306,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_083.nii.gz,1,42,3
307,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_083.nii.gz,2,10,3
308,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_091.nii.gz,1,26,3
309,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_091.nii.gz,2,12,3
310,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_275.nii.gz,1,33,3
311,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_275.nii.gz,2,14,3
312,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_376.nii.gz,1,36,3
313,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_376.nii.gz,2,8,3
314,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_219.nii.gz,1,34,3
315,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_219.nii.gz,2,9,3
316,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_050.nii.gz,1,17,3
317,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_050.nii.gz,2,6,3
318,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_214.nii.gz,1,28,3
319,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_214.nii.gz,2,5,3
320,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_269.nii.gz,1,44,3
321,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_269.nii.gz,2,7,3
322,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_120.nii.gz,1,13,3
323,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_120.nii.gz,2,3,3
324,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_218.nii.gz,1,26,3
325,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_218.nii.gz,2,8,3
326,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_096.nii.gz,1,32,3
327,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_096.nii.gz,2,12,3
328,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_130.nii.gz,1,28,3
329,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_130.nii.gz,2,3,3
330,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_242.nii.gz,1,32,3
331,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_242.nii.gz,2,3,3
332,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_028.nii.gz,1,44,3
333,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_028.nii.gz,2,6,3
334,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_166.nii.gz,1,30,3
335,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_166.nii.gz,2,9,3
336,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_222.nii.gz,1,36,3
337,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_222.nii.gz,2,8,3
338,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_058.nii.gz,1,13,3
339,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_058.nii.gz,2,3,3
340,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_089.nii.gz,1,31,3
341,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_089.nii.gz,2,8,3
342,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_158.nii.gz,1,21,3
343,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_158.nii.gz,2,5,3
344,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_041.nii.gz,1,57,3
345,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_041.nii.gz,2,7,3
346,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_037.nii.gz,1,23,3
347,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_037.nii.gz,2,9,3
348,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_411.nii.gz,1,35,3
349,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_411.nii.gz,2,8,3
350,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_345.nii.gz,1,28,3
351,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_345.nii.gz,2,6,3
352,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_157.nii.gz,1,29,3
353,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_157.nii.gz,2,6,3
354,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_348.nii.gz,1,30,3
355,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_348.nii.gz,2,4,3
356,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_193.nii.gz,1,30,3
357,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_193.nii.gz,2,11,3
358,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_315.nii.gz,1,27,3
359,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_315.nii.gz,2,11,3
360,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_191.nii.gz,1,31,4
361,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_191.nii.gz,2,11,4
362,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_414.nii.gz,1,72,4
363,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_414.nii.gz,2,48,4
364,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_049.nii.gz,1,39,4
365,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_049.nii.gz,2,7,4
366,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_075.nii.gz,1,71,4
367,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_075.nii.gz,2,20,4
368,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_395.nii.gz,1,21,4
369,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_395.nii.gz,2,5,4
370,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_389.nii.gz,1,34,4
371,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_389.nii.gz,2,9,4
372,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_280.nii.gz,1,36,4
373,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_280.nii.gz,2,8,4
374,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_265.nii.gz,1,38,4
375,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_265.nii.gz,2,5,4
376,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_180.nii.gz,1,31,4
377,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_180.nii.gz,2,12,4
378,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_067.nii.gz,1,31,4
379,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_067.nii.gz,2,5,4
380,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_127.nii.gz,1,33,4
381,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_127.nii.gz,2,12,4
382,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_006.nii.gz,1,25,4
383,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_006.nii.gz,2,10,4
384,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_106.nii.gz,1,22,4
385,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_106.nii.gz,2,2,4
386,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_293.nii.gz,1,34,4
387,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_293.nii.gz,2,13,4
388,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_308.nii.gz,1,36,4
389,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_308.nii.gz,2,6,4
390,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_105.nii.gz,1,13,4
391,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_105.nii.gz,2,3,4
392,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_344.nii.gz,1,36,4
393,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_344.nii.gz,2,6,4
394,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_369.nii.gz,1,39,4
395,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_369.nii.gz,2,9,4
396,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_392.nii.gz,1,20,4
397,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_392.nii.gz,2,3,4
398,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_119.nii.gz,1,27,4
399,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_119.nii.gz,2,13,4
400,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_019.nii.gz,1,30,4
401,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_019.nii.gz,2,9,4
402,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_074.nii.gz,1,19,4
403,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_074.nii.gz,2,5,4
404,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_005.nii.gz,1,40,4
405,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_005.nii.gz,2,10,4
406,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_004.nii.gz,1,35,4
407,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_004.nii.gz,2,14,4
408,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_364.nii.gz,1,30,4
409,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_364.nii.gz,2,10,4
410,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_374.nii.gz,1,37,4
411,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_374.nii.gz,2,13,4
412,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_201.nii.gz,1,41,4
413,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_201.nii.gz,2,8,4
414,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_388.nii.gz,1,15,4
415,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_388.nii.gz,2,10,4
416,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_287.nii.gz,1,35,4
417,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_287.nii.gz,2,13,4
418,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_339.nii.gz,1,30,4
419,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_339.nii.gz,2,6,4
420,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_230.nii.gz,1,27,4
421,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_230.nii.gz,2,10,4
422,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_342.nii.gz,1,37,4
423,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_342.nii.gz,2,6,4
424,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_226.nii.gz,1,33,4
425,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_226.nii.gz,2,9,4
426,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_199.nii.gz,1,32,4
427,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_199.nii.gz,2,11,4
428,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_001.nii.gz,1,29,4
429,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_001.nii.gz,2,23,4
430,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_021.nii.gz,1,30,4
431,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_021.nii.gz,2,12,4
432,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_131.nii.gz,1,38,4
433,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_131.nii.gz,2,9,4
434,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_304.nii.gz,1,35,4
435,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_304.nii.gz,2,6,4
436,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_313.nii.gz,1,35,4
437,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_313.nii.gz,2,6,4
438,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_040.nii.gz,1,24,4
439,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_040.nii.gz,2,7,4
440,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_093.nii.gz,1,32,4
441,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_093.nii.gz,2,9,4
442,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_255.nii.gz,1,31,4
443,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_255.nii.gz,2,9,4
444,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_228.nii.gz,1,38,4
445,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_228.nii.gz,2,5,4
446,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_416.nii.gz,1,30,4
447,Task07_Pancreas,MSD/Task07_Pancreas/labelsTr/pancreas_416.nii.gz,2,7,4
