group,task,n_rows,fold,n_folds,seed
MSD/Task01_BrainTumour/labelsTr/BRATS_285.nii.gz,Task01_BrainTumour,3,0,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_287.nii.gz,Task01_BrainTumour,3,0,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_288.nii.gz,Task01_BrainTumour,3,3,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_289.nii.gz,Task01_BrainTumour,3,3,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_290.nii.gz,Task01_BrainTumour,3,0,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_291.nii.gz,Task01_BrainTumour,3,3,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_292.nii.gz,Task01_BrainTumour,3,1,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_293.nii.gz,Task01_BrainTumour,3,0,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_294.nii.gz,Task01_BrainTumour,3,1,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_295.nii.gz,Task01_BrainTumour,3,0,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_296.nii.gz,Task01_BrainTumour,3,0,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_298.nii.gz,Task01_BrainTumour,3,3,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_300.nii.gz,Task01_BrainTumour,3,0,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_302.nii.gz,Task01_BrainTumour,3,1,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_303.nii.gz,Task01_BrainTumour,3,2,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_304.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_305.nii.gz,Task01_BrainTumour,3,0,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_306.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_307.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_308.nii.gz,Task01_BrainTumour,3,3,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_309.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_310.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_311.nii.gz,Task01_BrainTumour,3,0,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_313.nii.gz,Task01_BrainTumour,3,3,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_316.nii.gz,Task01_BrainTumour,3,2,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_317.nii.gz,Task01_BrainTumour,3,3,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_318.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_319.nii.gz,Task01_BrainTumour,3,0,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_320.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_322.nii.gz,Task01_BrainTumour,3,1,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_323.nii.gz,Task01_BrainTumour,3,3,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_324.nii.gz,Task01_BrainTumour,3,1,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_325.nii.gz,Task01_BrainTumour,3,0,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_326.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_327.nii.gz,Task01_BrainTumour,3,2,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_328.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_329.nii.gz,Task01_BrainTumour,3,2,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_331.nii.gz,Task01_BrainTumour,3,0,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_332.nii.gz,Task01_BrainTumour,3,3,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_333.nii.gz,Task01_BrainTumour,3,3,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_334.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_335.nii.gz,Task01_BrainTumour,3,0,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_336.nii.gz,Task01_BrainTumour,3,0,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_337.nii.gz,Task01_BrainTumour,3,2,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_338.nii.gz,Task01_BrainTumour,3,0,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_340.nii.gz,Task01_BrainTumour,3,0,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_341.nii.gz,Task01_BrainTumour,3,0,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_342.nii.gz,Task01_BrainTumour,3,3,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_343.nii.gz,Task01_BrainTumour,3,3,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_345.nii.gz,Task01_BrainTumour,3,3,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_346.nii.gz,Task01_BrainTumour,3,3,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_347.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_348.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_352.nii.gz,Task01_BrainTumour,3,1,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_353.nii.gz,Task01_BrainTumour,3,2,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_354.nii.gz,Task01_BrainTumour,3,2,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_356.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_357.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_358.nii.gz,Task01_BrainTumour,3,2,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_360.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_362.nii.gz,Task01_BrainTumour,3,3,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_364.nii.gz,Task01_BrainTumour,3,2,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_365.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_366.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_367.nii.gz,Task01_BrainTumour,3,1,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_368.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_369.nii.gz,Task01_BrainTumour,3,0,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_370.nii.gz,Task01_BrainTumour,3,1,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_371.nii.gz,Task01_BrainTumour,3,1,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_374.nii.gz,Task01_BrainTumour,3,3,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_375.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_376.nii.gz,Task01_BrainTumour,3,2,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_377.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_378.nii.gz,Task01_BrainTumour,3,1,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_379.nii.gz,Task01_BrainTumour,3,1,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_380.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_381.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_382.nii.gz,Task01_BrainTumour,3,1,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_383.nii.gz,Task01_BrainTumour,3,2,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_384.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_385.nii.gz,Task01_BrainTumour,3,1,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_386.nii.gz,Task01_BrainTumour,3,2,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_387.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_388.nii.gz,Task01_BrainTumour,3,1,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_390.nii.gz,Task01_BrainTumour,3,3,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_391.nii.gz,Task01_BrainTumour,3,1,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_392.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_393.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_394.nii.gz,Task01_BrainTumour,3,0,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_395.nii.gz,Task01_BrainTumour,3,1,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_396.nii.gz,Task01_BrainTumour,3,2,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_397.nii.gz,Task01_BrainTumour,3,0,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_399.nii.gz,Task01_BrainTumour,3,2,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_400.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_401.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_402.nii.gz,Task01_BrainTumour,3,0,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_403.nii.gz,Task01_BrainTumour,3,0,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_404.nii.gz,Task01_BrainTumour,3,2,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_405.nii.gz,Task01_BrainTumour,3,0,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_406.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_407.nii.gz,Task01_BrainTumour,3,3,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_408.nii.gz,Task01_BrainTumour,3,3,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_410.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_412.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_413.nii.gz,Task01_BrainTumour,3,0,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_414.nii.gz,Task01_BrainTumour,3,0,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_415.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_416.nii.gz,Task01_BrainTumour,3,0,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_417.nii.gz,Task01_BrainTumour,3,0,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_418.nii.gz,Task01_BrainTumour,3,0,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_420.nii.gz,Task01_BrainTumour,3,2,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_421.nii.gz,Task01_BrainTumour,3,3,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_422.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_423.nii.gz,Task01_BrainTumour,3,1,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_424.nii.gz,Task01_BrainTumour,3,1,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_426.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_427.nii.gz,Task01_BrainTumour,3,0,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_428.nii.gz,Task01_BrainTumour,3,2,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_431.nii.gz,Task01_BrainTumour,3,1,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_433.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_434.nii.gz,Task01_BrainTumour,3,2,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_436.nii.gz,Task01_BrainTumour,3,2,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_437.nii.gz,Task01_BrainTumour,3,0,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_438.nii.gz,Task01_BrainTumour,3,1,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_439.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_440.nii.gz,Task01_BrainTumour,3,3,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_442.nii.gz,Task01_BrainTumour,3,0,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_444.nii.gz,Task01_BrainTumour,3,2,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_446.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_448.nii.gz,Task01_BrainTumour,3,1,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_449.nii.gz,Task01_BrainTumour,3,2,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_451.nii.gz,Task01_BrainTumour,3,0,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_452.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_453.nii.gz,Task01_BrainTumour,3,0,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_454.nii.gz,Task01_BrainTumour,3,0,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_455.nii.gz,Task01_BrainTumour,3,0,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_456.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_458.nii.gz,Task01_BrainTumour,3,2,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_459.nii.gz,Task01_BrainTumour,3,3,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_460.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_461.nii.gz,Task01_BrainTumour,3,0,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_462.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_463.nii.gz,Task01_BrainTumour,3,0,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_464.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_465.nii.gz,Task01_BrainTumour,3,2,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_466.nii.gz,Task01_BrainTumour,3,0,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_467.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_468.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_469.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_470.nii.gz,Task01_BrainTumour,3,0,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_471.nii.gz,Task01_BrainTumour,3,2,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_472.nii.gz,Task01_BrainTumour,3,0,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_473.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_474.nii.gz,Task01_BrainTumour,3,3,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_475.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_476.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_477.nii.gz,Task01_BrainTumour,3,1,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_478.nii.gz,Task01_BrainTumour,3,3,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_479.nii.gz,Task01_BrainTumour,3,1,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_480.nii.gz,Task01_BrainTumour,3,2,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_481.nii.gz,Task01_BrainTumour,3,2,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_482.nii.gz,Task01_BrainTumour,3,3,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_483.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task01_BrainTumour/labelsTr/BRATS_484.nii.gz,Task01_BrainTumour,3,4,5,0
MSD/Task02_Heart/labelsTr/la_003.nii.gz,Task02_Heart,1,3,5,0
MSD/Task02_Heart/labelsTr/la_004.nii.gz,Task02_Heart,1,2,5,0
MSD/Task02_Heart/labelsTr/la_005.nii.gz,Task02_Heart,1,4,5,0
MSD/Task02_Heart/labelsTr/la_009.nii.gz,Task02_Heart,1,0,5,0
MSD/Task02_Heart/labelsTr/la_010.nii.gz,Task02_Heart,1,1,5,0
MSD/Task02_Heart/labelsTr/la_014.nii.gz,Task02_Heart,1,4,5,0
MSD/Task02_Heart/labelsTr/la_016.nii.gz,Task02_Heart,1,0,5,0
MSD/Task02_Heart/labelsTr/la_017.nii.gz,Task02_Heart,1,1,5,0
MSD/Task02_Heart/labelsTr/la_018.nii.gz,Task02_Heart,1,2,5,0
MSD/Task02_Heart/labelsTr/la_019.nii.gz,Task02_Heart,1,0,5,0
MSD/Task02_Heart/labelsTr/la_020.nii.gz,Task02_Heart,1,2,5,0
MSD/Task02_Heart/labelsTr/la_021.nii.gz,Task02_Heart,1,2,5,0
MSD/Task02_Heart/labelsTr/la_022.nii.gz,Task02_Heart,1,4,5,0
MSD/Task02_Heart/labelsTr/la_024.nii.gz,Task02_Heart,1,3,5,0
MSD/Task02_Heart/labelsTr/la_026.nii.gz,Task02_Heart,1,3,5,0
MSD/Task02_Heart/labelsTr/la_029.nii.gz,Task02_Heart,1,1,5,0
MSD/Task03_Liver/labelsTr/liver_0.nii.gz,Task03_Liver,2,4,5,0
MSD/Task03_Liver/labelsTr/liver_1.nii.gz,Task03_Liver,2,1,5,0
MSD/Task03_Liver/labelsTr/liver_10.nii.gz,Task03_Liver,2,0,5,0
MSD/Task03_Liver/labelsTr/liver_100.nii.gz,Task03_Liver,2,4,5,0
MSD/Task03_Liver/labelsTr/liver_101.nii.gz,Task03_Liver,2,3,5,0
MSD/Task03_Liver/labelsTr/liver_102.nii.gz,Task03_Liver,2,4,5,0
MSD/Task03_Liver/labelsTr/liver_104.nii.gz,Task03_Liver,2,2,5,0
MSD/Task03_Liver/labelsTr/liver_106.nii.gz,Task03_Liver,1,4,5,0
MSD/Task03_Liver/labelsTr/liver_107.nii.gz,Task03_Liver,2,2,5,0
MSD/Task03_Liver/labelsTr/liver_108.nii.gz,Task03_Liver,2,1,5,0
MSD/Task03_Liver/labelsTr/liver_109.nii.gz,Task03_Liver,2,0,5,0
MSD/Task03_Liver/labelsTr/liver_11.nii.gz,Task03_Liver,2,1,5,0
MSD/Task03_Liver/labelsTr/liver_110.nii.gz,Task03_Liver,2,2,5,0
MSD/Task03_Liver/labelsTr/liver_111.nii.gz,Task03_Liver,2,2,5,0
MSD/Task03_Liver/labelsTr/liver_112.nii.gz,Task03_Liver,2,3,5,0
MSD/Task03_Liver/labelsTr/liver_113.nii.gz,Task03_Liver,2,0,5,0
MSD/Task03_Liver/labelsTr/liver_114.nii.gz,Task03_Liver,1,1,5,0
MSD/Task03_Liver/labelsTr/liver_115.nii.gz,Task03_Liver,1,1,5,0
MSD/Task03_Liver/labelsTr/liver_117.nii.gz,Task03_Liver,2,4,5,0
MSD/Task03_Liver/labelsTr/liver_118.nii.gz,Task03_Liver,2,0,5,0
MSD/Task03_Liver/labelsTr/liver_119.nii.gz,Task03_Liver,1,0,5,0
MSD/Task03_Liver/labelsTr/liver_12.nii.gz,Task03_Liver,2,4,5,0
MSD/Task03_Liver/labelsTr/liver_120.nii.gz,Task03_Liver,2,1,5,0
MSD/Task03_Liver/labelsTr/liver_121.nii.gz,Task03_Liver,2,1,5,0
MSD/Task03_Liver/labelsTr/liver_122.nii.gz,Task03_Liver,2,2,5,0
MSD/Task03_Liver/labelsTr/liver_123.nii.gz,Task03_Liver,2,0,5,0
MSD/Task03_Liver/labelsTr/liver_124.nii.gz,Task03_Liver,2,4,5,0
MSD/Task03_Liver/labelsTr/liver_126.nii.gz,Task03_Liver,2,0,5,0
MSD/Task03_Liver/labelsTr/liver_128.nii.gz,Task03_Liver,2,3,5,0
MSD/Task03_Liver/labelsTr/liver_129.nii.gz,Task03_Liver,2,1,5,0
MSD/Task03_Liver/labelsTr/liver_13.nii.gz,Task03_Liver,2,1,5,0
MSD/Task03_Liver/labelsTr/liver_130.nii.gz,Task03_Liver,2,3,5,0
MSD/Task03_Liver/labelsTr/liver_14.nii.gz,Task03_Liver,2,3,5,0
MSD/Task03_Liver/labelsTr/liver_15.nii.gz,Task03_Liver,2,0,5,0
MSD/Task03_Liver/labelsTr/liver_16.nii.gz,Task03_Liver,2,2,5,0
MSD/Task03_Liver/labelsTr/liver_17.nii.gz,Task03_Liver,2,4,5,0
MSD/Task03_Liver/labelsTr/liver_18.nii.gz,Task03_Liver,2,0,5,0
MSD/Task03_Liver/labelsTr/liver_19.nii.gz,Task03_Liver,2,3,5,0
MSD/Task03_Liver/labelsTr/liver_2.nii.gz,Task03_Liver,2,3,5,0
MSD/Task03_Liver/labelsTr/liver_20.nii.gz,Task03_Liver,2,2,5,0
MSD/Task03_Liver/labelsTr/liver_21.nii.gz,Task03_Liver,2,0,5,0
MSD/Task03_Liver/labelsTr/liver_23.nii.gz,Task03_Liver,2,4,5,0
MSD/Task03_Liver/labelsTr/liver_24.nii.gz,Task03_Liver,2,2,5,0
MSD/Task03_Liver/labelsTr/liver_26.nii.gz,Task03_Liver,2,3,5,0
MSD/Task03_Liver/labelsTr/liver_27.nii.gz,Task03_Liver,2,3,5,0
MSD/Task03_Liver/labelsTr/liver_28.nii.gz,Task03_Liver,2,1,5,0
MSD/Task03_Liver/labelsTr/liver_29.nii.gz,Task03_Liver,2,3,5,0
MSD/Task03_Liver/labelsTr/liver_3.nii.gz,Task03_Liver,2,2,5,0
MSD/Task03_Liver/labelsTr/liver_31.nii.gz,Task03_Liver,2,3,5,0
MSD/Task03_Liver/labelsTr/liver_33.nii.gz,Task03_Liver,2,4,5,0
MSD/Task03_Liver/labelsTr/liver_35.nii.gz,Task03_Liver,2,3,5,0
MSD/Task03_Liver/labelsTr/liver_36.nii.gz,Task03_Liver,2,4,5,0
MSD/Task03_Liver/labelsTr/liver_37.nii.gz,Task03_Liver,2,4,5,0
MSD/Task03_Liver/labelsTr/liver_38.nii.gz,Task03_Liver,1,3,5,0
MSD/Task03_Liver/labelsTr/liver_4.nii.gz,Task03_Liver,2,4,5,0
MSD/Task03_Liver/labelsTr/liver_40.nii.gz,Task03_Liver,2,2,5,0
MSD/Task03_Liver/labelsTr/liver_41.nii.gz,Task03_Liver,1,0,5,0
MSD/Task03_Liver/labelsTr/liver_42.nii.gz,Task03_Liver,2,2,5,0
MSD/Task03_Liver/labelsTr/liver_43.nii.gz,Task03_Liver,2,2,5,0
MSD/Task03_Liver/labelsTr/liver_44.nii.gz,Task03_Liver,2,4,5,0
MSD/Task03_Liver/labelsTr/liver_45.nii.gz,Task03_Liver,2,2,5,0
MSD/Task03_Liver/labelsTr/liver_46.nii.gz,Task03_Liver,2,4,5,0
MSD/Task03_Liver/labelsTr/liver_47.nii.gz,Task03_Liver,1,1,5,0
MSD/Task03_Liver/labelsTr/liver_48.nii.gz,Task03_Liver,2,0,5,0
MSD/Task03_Liver/labelsTr/liver_49.nii.gz,Task03_Liver,2,0,5,0
MSD/Task03_Liver/labelsTr/liver_5.nii.gz,Task03_Liver,2,0,5,0
MSD/Task03_Liver/labelsTr/liver_52.nii.gz,Task03_Liver,2,2,5,0
MSD/Task03_Liver/labelsTr/liver_53.nii.gz,Task03_Liver,2,1,5,0
MSD/Task03_Liver/labelsTr/liver_54.nii.gz,Task03_Liver,2,4,5,0
MSD/Task03_Liver/labelsTr/liver_55.nii.gz,Task03_Liver,2,0,5,0
MSD/Task03_Liver/labelsTr/liver_56.nii.gz,Task03_Liver,2,2,5,0
MSD/Task03_Liver/labelsTr/liver_57.nii.gz,Task03_Liver,2,0,5,0
MSD/Task03_Liver/labelsTr/liver_58.nii.gz,Task03_Liver,2,3,5,0
MSD/Task03_Liver/labelsTr/liver_59.nii.gz,Task03_Liver,2,1,5,0
MSD/Task03_Liver/labelsTr/liver_6.nii.gz,Task03_Liver,2,3,5,0
MSD/Task03_Liver/labelsTr/liver_62.nii.gz,Task03_Liver,2,0,5,0
MSD/Task03_Liver/labelsTr/liver_63.nii.gz,Task03_Liver,2,4,5,0
MSD/Task03_Liver/labelsTr/liver_64.nii.gz,Task03_Liver,2,1,5,0
MSD/Task03_Liver/labelsTr/liver_65.nii.gz,Task03_Liver,2,4,5,0
MSD/Task03_Liver/labelsTr/liver_66.nii.gz,Task03_Liver,2,2,5,0
MSD/Task03_Liver/labelsTr/liver_67.nii.gz,Task03_Liver,2,2,5,0
MSD/Task03_Liver/labelsTr/liver_68.nii.gz,Task03_Liver,2,0,5,0
MSD/Task03_Liver/labelsTr/liver_69.nii.gz,Task03_Liver,2,1,5,0
MSD/Task03_Liver/labelsTr/liver_7.nii.gz,Task03_Liver,2,4,5,0
MSD/Task03_Liver/labelsTr/liver_73.nii.gz,Task03_Liver,2,3,5,0
MSD/Task03_Liver/labelsTr/liver_74.nii.gz,Task03_Liver,2,3,5,0
MSD/Task03_Liver/labelsTr/liver_75.nii.gz,Task03_Liver,2,0,5,0
MSD/Task03_Liver/labelsTr/liver_77.nii.gz,Task03_Liver,2,4,5,0
MSD/Task03_Liver/labelsTr/liver_79.nii.gz,Task03_Liver,2,2,5,0
MSD/Task03_Liver/labelsTr/liver_8.nii.gz,Task03_Liver,2,1,5,0
MSD/Task03_Liver/labelsTr/liver_80.nii.gz,Task03_Liver,2,1,5,0
MSD/Task03_Liver/labelsTr/liver_81.nii.gz,Task03_Liver,2,1,5,0
MSD/Task03_Liver/labelsTr/liver_82.nii.gz,Task03_Liver,2,0,5,0
MSD/Task03_Liver/labelsTr/liver_84.nii.gz,Task03_Liver,2,2,5,0
MSD/Task03_Liver/labelsTr/liver_85.nii.gz,Task03_Liver,2,3,5,0
MSD/Task03_Liver/labelsTr/liver_86.nii.gz,Task03_Liver,2,2,5,0
MSD/Task03_Liver/labelsTr/liver_87.nii.gz,Task03_Liver,1,4,5,0
MSD/Task03_Liver/labelsTr/liver_89.nii.gz,Task03_Liver,1,2,5,0
MSD/Task03_Liver/labelsTr/liver_91.nii.gz,Task03_Liver,1,1,5,0
MSD/Task03_Liver/labelsTr/liver_93.nii.gz,Task03_Liver,2,3,5,0
MSD/Task03_Liver/labelsTr/liver_94.nii.gz,Task03_Liver,2,1,5,0
